farming_experience,soil_ph,rainfall,temperature,market_distance,fertilizer_affordability,loan_access,soil_type,region,income,land_size,irrigation,financial_goal,recommended_crop
25,5.7,1798,23.2,75.4,high,yes,loamy,west,104223,12.64,borewell,sustainable,wheat
26,5.26,1921,22.5,24.6,low,no,sandy,west,592913,3.0,canal,export,cotton
39,7.56,1846,34.5,97.0,medium,yes,alluvial,west,959443,10.4,canal,sustainable,rice
29,6.09,1532,18.9,22.4,high,yes,black,north,618057,2.96,borewell,sustainable,wheat
11,5.98,905,20.7,35.5,high,yes,sandy,east,731653,11.71,canal,short-term,vegetables
5,5.08,665,20.8,1.6,high,yes,alluvial,south,473173,8.55,rainfed,sustainable,pulses
26,6.06,955,35.9,95.5,medium,no,loamy,west,109128,4.55,canal,short-term,sugarcane
35,8.15,585,16.3,80.5,high,yes,clay,west,61811,1.28,drip,short-term,millets
2,5.89,653,24.7,51.5,low,no,loamy,south,120933,11.75,borewell,sustainable,wheat
31,4.57,1230,24.0,47.8,medium,no,sandy,central,714314,12.52,drip,short-term,cotton
12,5.73,1536,18.4,61.6,low,yes,loamy,south,856600,7.22,drip,short-term,vegetables
18,8.36,1398,33.2,10.3,low,yes,clay,west,453962,12.81,canal,short-term,cotton
39,7.0,1855,30.6,8.8,high,yes,alluvial,west,977983,15.36,rainfed,export,wheat
9,7.39,1565,25.0,49.6,medium,yes,red,south,846583,4.06,drip,short-term,soybean
16,5.46,417,20.1,74.2,low,no,clay,north,67293,10.23,rainfed,export,sugarcane
21,8.49,1901,34.6,35.7,low,yes,black,central,146000,2.52,rainfed,sustainable,groundnut
16,8.15,552,32.0,64.6,medium,yes,black,west,931920,6.65,rainfed,long-term,millets
6,5.8,664,32.2,76.0,high,no,alluvial,north,790902,6.33,borewell,short-term,wheat
28,7.07,1902,29.8,54.3,high,yes,black,south,800644,2.37,borewell,long-term,spices
9,4.69,556,29.8,45.4,high,no,red,west,338043,6.02,borewell,sustainable,millets
20,6.18,980,18.1,69.3,low,yes,black,central,85741,18.72,borewell,short-term,pulses
20,7.18,1346,39.2,36.6,low,no,loamy,south,259373,2.92,rainfed,long-term,rice
18,4.69,822,13.7,58.3,low,yes,black,central,795871,19.6,borewell,long-term,sugarcane
15,8.25,1147,12.0,99.3,medium,no,alluvial,south,649891,8.53,canal,export,wheat
2,7.04,1003,29.2,69.1,medium,yes,red,central,551089,5.02,borewell,long-term,maize
2,4.66,608,39.5,90.2,low,yes,red,central,962011,2.95,rainfed,sustainable,pulses
29,6.46,1022,35.4,94.7,low,no,alluvial,west,113840,14.94,canal,export,sorghum
15,5.41,705,28.3,87.7,low,no,loamy,north,768903,8.0,borewell,short-term,vegetables
4,6.52,1515,13.0,70.0,medium,no,clay,central,274984,14.56,drip,long-term,rice
20,6.45,1916,10.3,33.7,low,no,loamy,north,262207,14.88,rainfed,sustainable,vegetables
3,5.94,1792,12.5,34.8,low,no,black,south,974508,8.5,drip,long-term,millets
20,5.52,418,10.2,7.2,low,no,red,west,152088,11.28,rainfed,short-term,sugarcane
3,7.87,1291,15.8,92.0,low,no,clay,north,492086,16.59,canal,short-term,cotton
2,6.26,1775,38.1,50.9,medium,yes,sandy,east,147006,9.28,drip,export,cotton
39,7.8,1240,13.5,38.1,low,no,sandy,east,961197,2.34,canal,sustainable,jute
38,6.07,527,17.0,19.3,high,no,loamy,east,985039,10.3,drip,long-term,sugarcane
34,8.26,1428,39.3,42.7,low,no,clay,central,161839,19.64,borewell,sustainable,pulses
20,4.92,1346,29.4,35.8,medium,no,clay,central,979157,7.74,drip,sustainable,rice
32,6.6,1150,21.9,25.4,high,yes,alluvial,north,232732,9.17,canal,sustainable,rice
16,8.19,842,28.8,45.4,high,yes,black,south,830463,3.3,drip,long-term,cotton
0,7.73,1022,25.6,50.3,medium,no,sandy,central,214056,19.57,borewell,sustainable,watermelon
38,5.13,653,22.1,13.5,medium,no,black,north,817936,3.94,borewell,export,sugarcane
21,8.1,1641,30.4,47.9,low,no,clay,west,161355,1.1,drip,long-term,groundnut
13,7.04,535,33.0,65.0,medium,no,black,south,633376,12.23,drip,long-term,millets
38,8.43,407,12.9,69.0,medium,no,alluvial,central,843105,17.21,rainfed,long-term,millets
29,6.66,503,25.9,49.0,low,no,black,central,509696,14.77,rainfed,export,wheat
38,5.81,1523,34.1,47.6,medium,yes,clay,east,381781,9.28,rainfed,short-term,rice
4,8.22,1303,29.8,67.7,medium,yes,red,south,233401,2.11,canal,short-term,cotton
0,6.51,562,39.1,43.3,low,no,clay,west,217587,9.41,rainfed,sustainable,soybean
24,6.17,1131,29.4,29.9,medium,yes,loamy,north,204578,9.95,rainfed,short-term,pulses
3,7.34,500,22.3,38.2,medium,yes,alluvial,central,813060,12.04,drip,short-term,pulses
10,7.08,1857,24.0,68.1,medium,yes,black,east,894283,14.1,rainfed,export,spices
13,6.14,1606,25.8,31.9,medium,yes,black,central,175045,11.51,canal,export,maize
8,6.08,1880,10.5,81.5,medium,no,sandy,north,622987,7.26,rainfed,long-term,cotton
35,5.57,924,35.9,73.2,low,yes,black,central,174642,8.36,canal,short-term,vegetables
29,8.31,1040,23.9,5.4,high,no,clay,north,739291,12.18,rainfed,export,cotton
32,5.55,630,14.0,6.4,medium,no,loamy,south,942454,10.79,canal,long-term,groundnut
28,8.4,447,25.1,36.9,medium,yes,clay,south,394136,3.4,canal,short-term,millets
14,7.29,1082,14.0,51.7,medium,yes,sandy,east,929967,17.37,rainfed,sustainable,soybean
1,6.5,1585,10.6,1.4,high,yes,clay,north,878714,1.46,rainfed,sustainable,wheat
4,7.57,669,34.1,42.3,medium,yes,alluvial,central,528322,0.5,rainfed,export,vegetables
39,8.43,1334,30.0,53.9,high,yes,loamy,central,938535,13.36,drip,sustainable,pulses
2,6.29,1369,15.4,7.4,high,yes,red,south,283128,13.64,drip,short-term,millets
9,7.52,1506,24.7,37.4,high,no,sandy,central,867015,18.36,borewell,sustainable,wheat
19,7.71,549,32.0,75.6,high,no,red,central,399359,16.33,canal,sustainable,groundnut
29,5.6,1510,14.7,86.7,high,no,sandy,north,939464,6.31,drip,long-term,cotton
20,8.04,1979,36.8,4.4,low,no,clay,south,113793,5.8,canal,sustainable,sugarcane
16,5.46,1930,33.9,18.1,high,yes,black,west,901547,17.73,rainfed,sustainable,wheat
33,6.12,1206,39.9,88.7,high,no,clay,west,375529,19.63,borewell,short-term,vegetables
1,4.64,550,38.0,24.0,low,yes,clay,south,69178,14.69,rainfed,export,pulses
37,5.55,698,31.5,31.7,high,yes,red,west,874781,14.47,borewell,long-term,millets
18,7.47,1223,35.5,8.1,medium,yes,alluvial,east,554146,2.89,rainfed,short-term,vegetables
1,8.18,966,24.3,39.0,high,yes,alluvial,west,298479,6.14,borewell,long-term,wheat
8,7.04,1570,17.0,24.1,medium,no,alluvial,north,71988,9.28,borewell,short-term,sugarcane
28,5.23,800,25.0,13.1,high,no,red,north,344923,12.43,rainfed,sustainable,cotton
34,5.58,881,29.3,92.4,low,no,sandy,east,929112,2.21,rainfed,long-term,millets
30,4.62,1314,26.2,53.2,medium,yes,black,east,583057,4.43,canal,sustainable,millets
39,6.35,1830,29.5,75.3,low,no,black,north,653291,12.04,borewell,short-term,sorghum
9,5.75,936,24.1,51.5,low,yes,sandy,south,85418,3.29,rainfed,long-term,rice
0,6.2,1493,38.1,67.3,medium,yes,alluvial,south,591897,19.47,borewell,short-term,vegetables
18,5.65,447,17.7,91.9,high,no,loamy,south,533684,5.39,rainfed,sustainable,wheat
32,5.02,1301,16.3,91.7,high,yes,clay,south,242328,2.38,borewell,long-term,jute
11,5.27,1346,32.4,42.4,medium,no,sandy,east,545097,17.53,rainfed,export,sugarcane
30,6.21,932,34.0,98.4,high,no,sandy,west,132267,2.75,drip,sustainable,wheat
10,8.23,1607,19.0,76.9,low,yes,red,west,78453,12.6,canal,export,pulses
16,8.29,579,12.7,68.4,low,no,sandy,central,93253,3.27,canal,export,coffee
6,6.17,1125,13.5,35.0,high,no,loamy,north,585479,18.24,canal,short-term,vegetables
28,7.45,1691,17.8,65.5,high,no,sandy,west,61353,14.76,canal,export,watermelon
23,5.52,1782,25.1,94.1,high,no,black,north,459642,11.27,drip,sustainable,sugarcane
18,8.25,1908,25.9,1.5,low,yes,sandy,south,238385,8.97,drip,export,coffee
31,4.69,469,27.1,33.4,medium,no,black,central,568816,0.57,borewell,short-term,cotton
25,6.36,1503,33.3,86.5,medium,yes,alluvial,south,64281,19.26,canal,export,coffee
15,5.22,936,29.7,13.6,medium,no,red,east,284352,3.61,borewell,short-term,sugarcane
11,6.75,1564,13.4,73.5,low,yes,sandy,central,781121,16.69,canal,export,millets
10,6.55,1669,12.0,78.3,high,no,sandy,south,937529,17.13,drip,long-term,soybean
26,5.95,1968,27.0,90.3,low,no,clay,west,582615,5.88,drip,long-term,jute
13,5.53,1995,27.6,51.5,low,yes,alluvial,south,347155,9.09,canal,sustainable,soybean
25,5.13,806,11.2,22.7,low,yes,clay,north,179158,2.71,rainfed,export,jute
33,8.36,1883,28.0,11.2,high,yes,loamy,central,163786,17.24,borewell,short-term,vegetables
11,5.03,1244,29.5,11.1,medium,yes,loamy,north,408766,16.87,drip,sustainable,cotton
1,7.83,1519,16.1,65.1,medium,yes,loamy,central,182543,16.81,borewell,sustainable,cotton
15,5.48,622,17.7,76.9,high,yes,black,north,60622,18.62,borewell,short-term,pulses
14,6.17,1774,12.7,27.6,medium,no,black,west,54543,0.93,rainfed,export,vegetables
19,6.75,1773,13.7,99.9,medium,no,clay,north,605055,9.99,rainfed,short-term,vegetables
23,7.64,1790,28.6,83.6,medium,no,alluvial,east,711296,13.67,drip,export,jute
4,5.63,1212,36.9,98.4,low,yes,alluvial,west,496168,6.51,rainfed,long-term,sorghum
37,7.6,654,27.4,49.1,high,no,red,south,141159,2.67,canal,export,tea
24,6.96,1734,14.4,48.2,high,yes,black,north,591367,10.14,canal,export,coffee
30,7.06,653,27.9,96.6,high,no,clay,east,256059,16.73,rainfed,sustainable,sugarcane
36,7.58,1922,16.1,57.8,low,yes,loamy,east,745476,1.59,rainfed,short-term,tea
27,8.14,1521,15.7,28.2,low,no,alluvial,west,857564,16.69,drip,export,groundnut
26,7.66,1308,16.2,70.6,high,no,alluvial,east,459596,9.03,canal,export,cotton
16,5.69,1228,10.9,48.5,medium,yes,sandy,east,297483,1.17,canal,short-term,tea
8,7.34,1287,26.6,71.7,low,yes,loamy,south,90103,6.55,rainfed,short-term,cotton
15,5.43,610,30.3,73.1,high,no,clay,east,406801,8.43,rainfed,long-term,pulses
35,4.74,1951,27.4,11.6,medium,yes,clay,central,156769,6.59,borewell,long-term,maize
4,7.18,1879,10.7,34.4,low,no,red,east,248020,15.15,drip,short-term,cotton
3,7.34,1200,10.7,45.7,medium,no,red,east,213196,1.6,rainfed,export,groundnut
10,7.25,1129,10.2,86.8,medium,yes,sandy,north,558058,1.59,rainfed,long-term,sugarcane
18,5.52,821,35.0,52.5,medium,yes,sandy,north,845994,5.58,rainfed,short-term,sugarcane
19,6.94,1286,11.8,95.1,medium,no,clay,west,106534,8.3,canal,export,spices
20,5.79,534,33.4,21.6,high,yes,red,central,90374,2.36,canal,sustainable,millets
37,6.28,1197,18.6,43.9,medium,yes,sandy,north,567852,13.5,borewell,short-term,vegetables
25,7.87,1645,20.2,80.2,high,yes,red,west,511673,17.36,drip,short-term,groundnut
1,7.95,1425,38.1,91.6,high,yes,black,north,705182,1.61,rainfed,export,sugarcane
31,6.87,1894,29.5,87.2,high,yes,sandy,west,747606,3.4,canal,export,coffee
6,8.46,1058,29.4,91.2,high,no,alluvial,east,772591,18.58,canal,sustainable,soybean
37,7.74,540,14.3,55.6,high,no,alluvial,north,841018,7.52,rainfed,sustainable,pulses
21,4.6,1382,26.3,4.0,low,yes,black,west,633377,15.35,borewell,sustainable,sorghum
34,4.5,685,25.9,69.6,high,yes,alluvial,west,540995,9.6,drip,long-term,groundnut
22,8.24,502,16.3,98.4,high,yes,black,south,879437,8.9,canal,long-term,sugarcane
6,8.21,1718,10.2,84.8,low,no,red,west,65953,16.98,borewell,short-term,groundnut
33,5.42,1523,17.6,85.6,medium,no,red,east,262507,9.18,canal,long-term,jute
36,7.0,1957,37.1,34.2,low,yes,clay,central,813447,16.36,borewell,long-term,jute
20,4.91,1795,26.6,32.3,high,yes,alluvial,west,376600,9.15,borewell,long-term,groundnut
37,5.08,933,10.2,16.2,low,no,black,west,966217,5.59,rainfed,long-term,cotton
39,4.88,759,24.6,46.2,medium,yes,sandy,south,246548,6.22,drip,short-term,cotton
9,6.18,550,18.5,50.1,medium,yes,loamy,central,604493,11.18,borewell,short-term,pulses
3,8.44,1188,17.0,36.9,medium,no,sandy,north,301551,3.39,borewell,export,watermelon
5,7.17,984,34.1,30.9,high,yes,red,central,882781,12.54,canal,long-term,wheat
37,6.57,1443,15.0,72.8,low,yes,loamy,south,391885,5.09,canal,long-term,wheat
38,8.11,1197,38.4,53.3,high,no,red,south,440826,12.85,borewell,short-term,soybean
28,6.41,508,22.6,18.1,medium,no,red,central,677337,2.53,rainfed,sustainable,sugarcane
36,7.01,702,16.9,78.8,medium,yes,clay,west,286166,8.18,drip,short-term,soybean
3,5.13,1230,39.9,9.6,low,yes,red,north,72094,9.43,borewell,long-term,cotton
19,5.51,462,12.6,8.6,low,no,black,west,529491,13.47,borewell,export,millets
2,6.94,596,33.0,18.0,medium,no,clay,north,219370,11.84,rainfed,export,sugarcane
35,5.5,1116,38.7,88.0,high,yes,black,west,724209,14.62,borewell,short-term,groundnut
8,4.84,587,31.1,70.4,low,no,black,south,269092,0.51,canal,export,tea
13,7.41,710,17.9,91.5,low,no,red,north,341448,4.95,canal,long-term,pulses
16,6.48,495,28.5,70.9,low,no,clay,east,242106,6.96,rainfed,long-term,soybean
13,7.7,1373,22.2,61.7,high,no,alluvial,south,981055,4.98,drip,sustainable,cotton
10,6.49,403,27.7,37.5,high,no,red,west,534134,4.45,borewell,short-term,millets
22,6.98,1512,11.0,77.1,low,yes,black,south,744553,0.64,drip,sustainable,spices
37,7.66,1022,16.1,15.4,high,no,loamy,east,971682,9.65,canal,sustainable,rice
15,7.99,519,35.3,13.4,high,no,loamy,north,241250,1.47,drip,sustainable,pulses
5,6.57,445,29.6,44.6,medium,no,alluvial,north,85304,15.39,rainfed,long-term,millets
19,7.2,1777,28.3,38.5,high,yes,alluvial,north,274726,17.04,rainfed,long-term,maize
34,4.9,1253,19.7,21.4,low,no,red,central,888183,14.54,canal,export,sugarcane
3,4.75,1087,22.0,70.8,medium,no,clay,north,881903,9.85,rainfed,short-term,sugarcane
31,6.91,1119,14.1,15.6,medium,yes,black,central,63455,13.43,rainfed,sustainable,soybean
1,6.37,1420,32.9,43.4,low,yes,black,south,832392,9.82,borewell,long-term,groundnut
16,7.23,952,36.5,20.6,medium,no,sandy,central,801365,9.48,canal,export,coffee
19,7.54,1807,18.3,42.0,low,yes,clay,south,654837,9.94,borewell,short-term,pulses
35,7.71,1480,13.6,76.1,low,yes,clay,east,629409,7.3,borewell,long-term,tea
32,7.72,1250,14.7,48.3,low,no,loamy,central,433033,1.49,rainfed,export,vegetables
24,8.03,1660,38.5,99.5,low,no,sandy,west,603005,8.49,drip,long-term,rice
38,7.71,630,24.9,5.4,medium,yes,loamy,central,704530,16.98,drip,sustainable,cotton
19,7.55,785,28.3,72.7,low,yes,alluvial,east,901249,17.51,borewell,sustainable,soybean
31,5.66,943,35.8,25.9,high,yes,black,central,704504,7.67,canal,export,spices
35,4.94,1416,18.5,25.5,high,no,loamy,central,780241,13.51,borewell,long-term,pulses
10,7.19,1671,14.3,12.8,high,yes,loamy,central,264320,14.51,borewell,sustainable,sugarcane
25,5.04,1969,33.0,17.2,low,no,sandy,south,155102,16.53,canal,sustainable,pulses
1,6.08,764,19.4,97.7,high,yes,clay,south,264797,16.47,drip,export,jute
35,8.24,668,14.1,35.8,medium,no,black,central,661251,7.45,rainfed,sustainable,maize
10,6.06,1021,29.9,99.1,high,yes,sandy,east,463298,12.49,rainfed,export,soybean
36,8.0,1518,21.4,46.8,high,yes,clay,central,677197,6.78,borewell,short-term,wheat
32,5.12,857,32.0,26.3,low,yes,loamy,south,473062,5.03,canal,short-term,pulses
17,5.04,842,26.6,34.5,high,no,clay,central,333948,18.81,rainfed,short-term,pulses
6,8.28,937,36.1,83.2,high,yes,clay,south,294752,2.52,canal,short-term,rice
10,6.07,547,23.6,63.0,medium,no,red,south,853598,12.97,drip,export,millets
35,8.45,534,39.3,56.0,medium,yes,clay,west,890775,10.31,borewell,sustainable,groundnut
30,7.09,568,37.5,99.7,medium,no,red,east,830172,5.1,rainfed,export,sugarcane
3,8.26,1355,11.3,98.4,medium,no,sandy,south,846083,5.41,rainfed,long-term,millets
12,4.8,843,10.9,40.0,high,no,loamy,south,679073,5.65,borewell,short-term,sugarcane
32,4.93,1730,30.5,64.5,medium,no,loamy,east,228625,8.19,rainfed,export,spices
34,7.88,1466,16.8,82.9,low,no,black,east,652301,18.11,canal,long-term,jute
4,5.53,1495,38.7,82.1,high,yes,clay,central,116642,7.15,canal,short-term,rice
25,6.94,772,36.6,88.0,high,no,red,south,429723,15.77,canal,sustainable,millets
18,5.25,1879,21.7,62.2,low,no,loamy,east,590903,4.09,borewell,sustainable,cotton
26,7.82,1830,17.8,82.2,medium,yes,loamy,west,234649,5.78,drip,sustainable,millets
16,6.57,783,15.5,95.4,high,yes,clay,west,793593,18.59,borewell,export,millets
6,5.1,1049,36.8,24.7,low,no,clay,east,148569,15.48,borewell,short-term,millets
19,6.69,1399,12.7,86.4,medium,no,black,west,106633,19.41,drip,export,rice
8,8.4,898,16.3,89.8,low,no,sandy,east,487850,14.25,canal,export,groundnut
25,7.91,664,23.7,75.4,high,no,alluvial,west,288962,1.37,borewell,sustainable,cotton
6,4.53,1239,24.4,11.3,medium,no,alluvial,south,338792,5.85,canal,export,coffee
31,4.53,874,39.2,77.9,low,yes,sandy,east,106052,1.09,canal,long-term,cotton
17,4.75,1506,38.2,96.7,high,yes,red,north,203174,14.86,canal,long-term,groundnut
10,5.03,1145,13.0,24.4,high,yes,loamy,north,389245,15.74,canal,long-term,rice
8,5.17,639,39.0,60.4,medium,no,red,south,479669,14.55,canal,sustainable,sugarcane
26,5.26,1702,36.6,42.2,low,yes,red,south,840016,2.59,drip,sustainable,sugarcane
13,6.57,952,30.3,47.2,low,no,black,west,586063,13.78,rainfed,export,pulses
33,5.91,685,15.6,38.2,low,yes,alluvial,north,134385,12.29,canal,short-term,millets
4,6.99,1697,13.6,41.1,medium,no,clay,east,695359,14.07,canal,long-term,tea
2,7.36,1443,21.7,50.5,medium,no,black,west,873222,15.43,drip,long-term,groundnut
25,6.1,1377,37.9,39.7,high,no,clay,central,77720,17.88,drip,short-term,rice
13,5.36,513,34.8,91.3,high,yes,alluvial,central,802644,2.49,borewell,export,sugarcane
32,6.87,1541,19.4,83.1,low,yes,loamy,central,638224,3.42,canal,long-term,maize
29,5.12,1484,23.8,73.6,low,yes,red,south,764707,5.37,drip,long-term,rice
29,5.66,948,36.7,14.5,high,no,alluvial,south,362516,8.62,rainfed,short-term,sorghum
25,4.61,525,22.3,80.8,high,no,clay,north,305066,9.78,rainfed,sustainable,sugarcane
2,6.87,402,29.9,14.5,medium,yes,black,east,265022,9.22,drip,short-term,sugarcane
34,7.28,1992,36.4,34.0,medium,yes,clay,south,639219,11.38,canal,sustainable,jute
18,5.85,1276,10.2,20.1,high,yes,sandy,west,333557,7.93,canal,sustainable,watermelon
18,5.25,1426,35.9,65.8,medium,no,red,east,390375,8.88,rainfed,short-term,jute
17,4.5,474,35.6,47.2,low,no,black,north,457397,13.35,canal,short-term,pulses
10,8.09,451,38.3,11.7,high,yes,loamy,central,631771,14.4,drip,export,millets
28,8.27,1105,26.9,57.9,low,yes,sandy,north,959433,2.32,canal,export,wheat
13,5.17,634,39.5,55.3,low,no,loamy,central,77206,2.04,rainfed,short-term,maize
15,6.98,1560,25.6,44.0,high,no,alluvial,west,693466,5.57,rainfed,short-term,pulses
35,7.55,952,34.2,53.7,medium,no,loamy,west,983853,1.37,canal,sustainable,millets
2,5.42,1750,26.9,22.7,medium,yes,black,east,379172,17.09,canal,sustainable,cotton
4,6.16,482,23.2,78.6,medium,no,clay,central,687929,19.64,borewell,short-term,maize
0,7.14,1032,13.0,29.5,high,yes,alluvial,north,191678,14.81,borewell,sustainable,cotton
32,5.36,504,29.5,65.9,high,yes,clay,east,117791,9.01,drip,long-term,cotton
7,6.48,1315,30.6,24.4,medium,no,clay,south,328667,16.3,rainfed,short-term,sugarcane
18,7.01,672,38.4,6.1,high,yes,clay,north,159477,18.14,rainfed,short-term,maize
6,8.44,1718,30.8,88.4,medium,yes,alluvial,central,89600,11.29,canal,long-term,cotton
6,5.49,1429,38.8,76.5,high,yes,sandy,north,202026,17.55,canal,export,tea
23,7.83,530,14.5,32.8,high,yes,alluvial,central,54434,4.35,borewell,sustainable,soybean
27,7.31,1787,19.8,17.2,high,no,sandy,south,130840,8.54,rainfed,sustainable,rice
17,4.83,1221,18.7,3.8,low,yes,red,east,774550,4.71,rainfed,long-term,tea
1,6.25,1377,30.5,56.0,low,yes,loamy,east,766996,3.28,borewell,short-term,jute
36,6.97,656,22.8,15.6,low,yes,clay,north,502289,6.73,borewell,export,maize
4,6.26,746,35.0,79.7,low,no,alluvial,south,734398,1.16,rainfed,short-term,cotton
14,5.32,1289,33.9,15.6,medium,no,black,east,212854,4.83,rainfed,long-term,jute
2,7.84,1364,11.5,34.9,low,yes,black,central,804257,1.88,canal,short-term,soybean
32,4.91,1438,13.5,49.8,medium,no,alluvial,west,501593,2.17,drip,sustainable,rice
10,8.24,520,13.2,42.4,low,yes,loamy,north,875047,18.7,rainfed,export,soybean
26,5.05,1386,33.5,65.5,low,yes,clay,south,381704,13.96,drip,export,rice
15,7.3,1860,34.9,44.4,high,yes,loamy,north,922707,11.45,canal,export,sugarcane
24,6.14,1503,33.6,26.4,low,yes,alluvial,south,795308,1.66,canal,export,wheat
22,5.99,1959,17.6,91.3,high,no,black,central,252043,4.42,rainfed,short-term,soybean
26,5.98,1647,28.2,21.8,low,yes,red,west,202133,14.19,rainfed,short-term,vegetables
24,7.06,449,26.7,7.0,low,no,sandy,south,999315,10.01,canal,export,spices
14,7.86,1284,13.6,57.2,low,no,red,east,236113,4.93,canal,long-term,cotton
13,5.29,876,28.8,47.5,high,no,alluvial,east,995413,1.44,canal,sustainable,cotton
7,6.56,1243,15.9,95.2,low,yes,black,south,408238,12.91,canal,export,groundnut
13,7.13,1310,20.2,19.5,high,yes,red,east,148745,2.92,borewell,long-term,tea
4,7.11,1730,30.7,50.3,medium,no,loamy,north,349297,15.68,borewell,export,rice
22,7.8,453,34.0,83.9,high,yes,black,central,533936,17.74,drip,short-term,maize
2,5.36,1284,29.6,76.0,high,yes,red,east,514371,5.0,canal,short-term,groundnut
8,4.6,1800,11.4,28.5,low,yes,black,east,339107,13.9,canal,sustainable,tea
16,5.73,499,30.4,13.5,high,no,alluvial,north,716962,19.81,borewell,long-term,cotton
15,5.33,1529,20.2,77.5,medium,yes,loamy,north,977368,4.33,canal,sustainable,pulses
36,6.49,1265,25.7,23.4,medium,yes,clay,west,87405,10.92,canal,short-term,rice
